ACCT_NBR,ACCT_NM,ACCT_STATUS_FLG,ACCT_TYP_CD,SHT_ACCT_NM,"CREATION_DT""",ACCT_TWN_NM,CALC_INT_CD,IGN_UNC_CD,ACCT_CNTRY_NM,BLCKG_CD,CUST_GRP,ACCT_HOLDR_RES_CD,LST_UPDATE,ACCT_CLIENT_STATUS,ACCT_CL_UNC_FND,PL_ACCT _NBR,END_DT,UKGILTS_TYP_CD,STAR_TYP_CD,STAR_ELIGBL_TYP_CD,AUTH_ACCT_ST ATUS_FLG,GLOB_PROXY_FLG,CASH_TAKER,CATEGORY,INTERNAL_FLAG,INTERNAL_TYP E,LEND_BORROW,DAYTIME_FILTER,CREDIT_RATING,SYNDICATE,CPNY_FLAG,EUREX _FLAG,ACCT_PUBL_FLG,ACCT_EXMPT_FLG
26013,DEXIA BIL-EUROSCOR ACTISOR,0,P,BILEURO,10/31/1994,LUXEMBOURG,1,,LUXEMBOURG,0,E000002432,L,6/25/2001,N,N,,,U,,,N,N,26047,E,,EXTER,,A,B,S,L,N,"N"" ",Y
27400,B.I.L.-ASIAN DEV. EQUITY FUND CL.A,1,P,BILADEQF,10/31/1994 12:0 0:00 AM,LUXEMBOURG,1,,LUXEMBOURG,2,E000002582,L,02/06/1998 12:00 :00 AM,N,N,,5/17/1999,U,,,N,N,,,,,,," """,,L,N,,
28253,B.I.L.-GT GLOBAL FUND,0,P,BILGTGLF,10/31/1994,LUX EMBOURG,1,,LUXEMBOURG,2,E000002722,L,9/3/2001,N,N,,,U,,,N,N,26047,E,,EXTER,,A,B,S,L,N,N,Y
28576,B.I.L.-LUX SA ACTIFINANCE INTERNAT.,1,P,BILACTI,10/31/1994 12:0 0:00 AM,LUXEMBOURG,1,,LUXEMBOURG,2,E000001095,L,08/26/1998 12:00 :00 AM,N,N,,5/17/1999,U,,,N,N,,,,,,," """,,L,N,,
30835,B.I.L.-MERITA FINNFUND,1,P,BILFINFD,10/31/1994,LU XEMBOURG,1,,LUXEMBOURG,2,E000003173,L,6/17/1998,N,N,,5/17/1999,U,,,N,N,,,,,,,,,L,N,,
31912,DEXIA BIL-ML GCBS AUD PORTFOLIO,0,P,BILAUD,10/31/1994,LUXEMBOURG,1,,LUXEMBOURG,2,E000003334,L,09/03/2001 12:00:00 A M,N,N,,,U,,,N,N,26047,E,,EXTER,,A,B,S,L,"N"" ",N,Y
33591,DEXIA BIL-DEXIA BONDS EURO FRONTIER,0,P,BILDEXIA,10/31/1994 12: 00:00 AM,LUXEMBOURG,1,,LUXEMBOURG,0,E000003576,L,06/25/2001 12:0 0:00 AM,N,N,,,U,,,N,N,26047,E,,EXTER,,A,B,S,L,N,N,Y
36361,B.I.L.-BARCLAYS INV.FD(LUX)INT.BOND,1,P,BILBARBO,10/31/1994 12: 00:00 AM,LUXEMBOURG,1,,LUXEMBOURG,2,E000003875,L,01/28/2000 12:0 0:00 AM,N,N,,1/31/2000,U,,,N,N,26047,E,,E XTER,,A,B,,L,N,,
37028,DEXIA BIL-DM ECONOMIES FUND,0,P,BILECONO,10/31/1994,LUXEMBOURG,1,,LUXEMBOURG,0,E000003971,L,"06/25/2001 12:00:00 AM"" ",N,N,,,U,,,N,N,26047,E,,EXTER,,A,B,S,L,N,N,Y
37775,B.I.L.-ASIA EQUITY DYNAMIC 90'S,0,P,BILAED90,"10/31/1994 12:00:0

0 AM",LUXEMBOURG,1,,LUXEMBOURG,2,E000004097,L,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,A,B,S,L,N,N,Y
38415,B.I.L.TEMPLETON WO.INV.GR.PORTFOLIO,1,P,BILTEMPL,10/31/1994 12: 00:00 AM,LUXEMBOURG,1,N,LUXEMBOURG,2,E000004272,L,12/08/1995 12: 00:00 AM,N,N,,1/29/1996,,,,,,,,,,,,,,L,N,,
38895,B.I.L.-SKANDIA SIC.U.S.A.BONDS,1,P,BILUSA,10/31/1994 12:00:00 A M,LUXEMBOURG,1,,LUXEMBOURG,2,E000004382,L,10/3/1997,N,N,,1/26/1998,U,,,N,N,,,,,,,,,L,N,,
39629,B.I.L.-NORTH AMERICA GR.FU.ALL MARK,1,P,BILNORTH,10/31/1994 12: 00:00 AM,LUXEMBOURG,1,,LUXEMBOURG,2,E000004495,L,01/16/1998 12:0 0:00 AM,N,N,,5/17/1999,U,,,N,N,,,,,,""" ",,,L,N,,
70424,B.I.L.-GT TRANS ASIA PACIFIC FUND A,1,P,BIL,10/31/1994,LUXEMBOURG,1,,LUXEMBOURG,2,E000004868,L,8/26/1998,N,N,,5/17/1999,U,,,N,N,,,,,,,,,L,N,,
71951,B.I.L.-ASIAN DEV.EQUITY FDB NOMURA,0,P,BILNOMUR,10/31/1994 12:0 0:00 AM,LUXEMBOURG,1,,LUXEMBOURG,2,E000005139,L,06/25/2001 12:00 :00 AM,N,N,,,U,,,N,N,,E,,EXTER,,A,B,S,L,"N"" ",N,Y
80565,SOCGEN-CROSBY SECURITIES PTE LTD,1,P,SOCGENCR,11/29/1994 12:00: 00 AM,SINGAPORE,1,,SINGAPORE,2,14941,,10/2/1998,N,N,,5/17/1999,U,,,N,N,,,,,,,,,L,N,,
80573,NATEXIS BQUES POPULAIRES SGP-ISSUE,0,P,NBPISSUE,11/29/1994 12:0 0:00 AM,SINGAPORE,1,,SINGAPORE,0,14985,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,A,B,S,L,N,N,Y
15008,BANK CIAL (SUISSE),0,P,BUEGEN,10/31/1994,GENEVE,1,,SWITZERLAND,6,E000000292,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,A,C,S,L,N,,Y
80581,PAINEWEBBER INTL (UK) LTD CLIENT AC,0,P,PWEBBCLI,11/30/1994 12: 00:00 AM,LONDON,1,,UNITED KINGDOM,2,14929,,06/25/2001 12:00:00 A M,Y,N,,,U,,,N,N,,E,,EXTER,,,K,S,L,N,N,Y
80586,PAINEWEBBER INTL (UK) LTD SYNDIC AC,0,P,PWEBBSYN,11/30/1994 12: 00:00 AM,LONDON,1,,UNITED KINGDOM,2,14930,,06/25/2001 12:00:00 A M,N,N,,,U,,,N,N,,E,,EXTER,,,B,S,L,N,N,Y
96798,MORGAN EUROCLEAR,1,E,UNPUBLIS,11/30/1994,BRUXELLE S,,,BELGIUM,6,,,,,,,6/11/1997,,,,,""" ",,,,,,,,,L,N,,
80594,RABO ROBECO BANK (LUXEMBOURG) S.A.,0,P,RABOROBE,11/30/1994 12:0 0:00 AM,LUXEMBOURG,1,,LUXEMBOURG,2,14917,L,06/25/2001 12:00:00 A M,N,N,,,U,,,N,N,,E,,EXTER,,,D,S,L,N,N,Y
80603,BUREAU OF THE TREASURY/DEPT OF FIN.,0,P,BOT/DOF,11/30/1994 12:0 0:00 AM,MANILA,1,,PHILIPPINES,0,14937,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,,E,S,L,N,N,Y
32379,DEXIA BIL -DEXIA BANQUE PRIV FRANCE,0,P,DEXIAPRL,10/31/1994 12: 00:00 AM,LUXEMBOURG,1,,LUXEMBOURG,6,E000001303,F,08/22/2001 12:0 0:00 AM,N,N,,,U,,,N,N,26047,E,,EXTER,,A,B,S,L,N,,Y
36051,ABN AMRO BANK (CONCERNING AMRO),1,P,AMROPRIM,10/31/1994 12:00:0 0 AM,BREDA,1,N,NETHERLANDS,2,E000003834,G,9/21/1995,N,N,2301,1/29/1996,,,,,,,,,,,,,,L,N,,
39875,BANCO EXTERIOR INTERNACIONAL,1,P,BANSYND,10/31/1994,MADRID,1,,SPAIN,2,E000004534,,4/10/2000,N,N,3795,1/26/2001,U,,,N,N,,E,,EXTER,,,B,S,L,N,,
51411,SUMITOMO TRUST & BKING CO LTD,1,P,SUMITOKY,10/31/1994,TOKYO,1,N,JAPAN,2,E000001907,J,11/25/1996,N,N,3691,1/27/1997,U,,,N,N,,,,,,,,,"L"" ",N,,
56133,BANK OF NOVA SCOTIA,0,P,BANKNOVA,10/31/1994,TORON TO,1,,CANADA,6,E000004505,,6/25/2001,N,Y,"01177"" ",,U,,,N,N,,E,,EXTER,,A,A,S,L,N,,Y
80373,BANCA ARNER S.A. PLEDGE ACCOUNT,0,P,ARNERPLG,11/10/1994 12:00:0 0 AM,LUGANO,1,,SWITZERLAND,0,14656,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,,K,S,L,N,N,Y
80378,LTCB INTERNATIONAL DMLI CLIENT ACCT,1,P,LTCBDMLI,11/10/1994 12: 00:00 AM,LONDON,1,,UNITED KINGDOM,2,14657,,01/23/1998 12:00:00 A M,N,N,,5/17/1999,U,,,N,N,,,,,,,,""" ",L,N,,
96009,EUROCLEAR BANK,0,E,UNPUBLIS,11/10/1994,"BRUXELLES"" ",,,BELGIUM,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
96150,TOKYO-MITSUBISHI SEC CO,0,E,TOKMITSU,11/10/1994,T OKYO,,,JAPAN,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
26438,CITIBANK SUB A/C LIVES 6 LTD,1,P,CITILIV6,10/31/1994 12:00:00 A M,LONDON,1,Y,GREAT-BRITAIN,2,E000002480,,"11/11/1994 12:00:00 AM"" ",N,N,,1/30/1995,,,,,,,,,,,,,,L,N,,
80386,EUROP.BK FOR RECONSTR.&DEV-MORGAN S,0,P,EBRDREPO,11/11/1994 12: 00:00 AM,LONDON,4,,UNITED KINGDOM,0,14980,,06/25/2001 12:00:00 A M,N,N,,,U,,,N,N,70127,R,Y,REPO,,,AA,S,L,"N"" ",N,Y
80390,ALLIED IRISH BK-MORGAN STANLEY-REPO,0,P,ALLIED,11/11/1994 12:00 :00 AM,DUBLIN,4,,IRELAND,0,14981,,6/25/2001,N,N,,,U,,,N,N,70127,R,Y,REPO,,,A,S,L,N,N,Y
80395,BARCLAYS BK-PENN SER.FLEX.MGD.5748K,1,P,BBPLC574,11/11/1994 12: 00:00 AM,LONDON,1,N,UNITED KINGDOM,2,14829,,12/5/1996,N,N,,1/27/1997,U,,,N,N,,,,,,,,,L,N,,
94988,HUA NAN COML BK LTD,1,E,HUA,11/11/1994,NEW YORK," """,,U.S.A.,6,,,2/7/2000,,,,6/16/2000,,,,,,,E,,EXTER,,,,S,L,N,,
96353,SVENSKA HANDELSBK AB,1,E,HANDELSB,11/11/1994,OSLO,,,NORWAY,6,,,6/11/1999,,,,01/06/2000 12:00:0 0 AM,,,,,,,E,,EXTER,,,,,L,N,,
80403,THE HONGKONG&SHANGHAI BKING COR.S/A,0,P,HSBCLTD,11/14/1994 12:0 0:00 AM,HONG KONG,1,,HONG KONG,6,14911,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,,AA,S,L,N,,Y
80408,SOC.GENERALE BK&TR-BAREP EM.MKT.USD,1,P,SOCBAREP,11/15/1994 12: 00:00 AM,LUXEMBOURG,1,N,LUXEMBOURG,2,14831,L,3/7/1996,N,N,,1/27/1997,U,,,N,N,,,,,,,," """,L,N,,
80411,CAISSE NAT.CRED.AGRI.-SBC REPO A/C,1,P,CNCASBC,11/15/1994 12:00 :00 AM,LONDON,4,,UNITED KINGDOM,2,14982,,"09/04/1998 12:00:00 AM"" ",N,N,,5/17/1999,U,,,N,N,,,,,,,,,L,N,,
80416,ALLIED IRISH BK-SBC REPO A/C,0,P,ALLIEDSB,11/15/1994 12:00:00 A M,DUBLIN,4,,IRELAND,0,14983,,6/25/2001,N,N,," """,U,,,N,N,32964,R,Y,REPO,,,A,S,L,N,N,Y
80420,DEXIA BIL-SBC REPO ACCOUNT,0,P,BILSBC,11/15/1994,LUXEMBOURG,4,,LUXEMBOURG,0,14984,L,6/25/2001,N,N,,,,,,,,,,,,,,,,,,,
80425,ING BANK NV-MILANO BRANCH,0,P,INGBKMIL,3/13/2000,MILANO,1,,ITALY,0,14687,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,A,AA,X,L,N,,Y
80433,CITIBANK N.A. ARUBA-MULTINAC.DE SEG,1,P,EGU,11/15/1994,WILLEMSTAD,1,,NETH. ANTILLES,2,14830,,3/18/1998,N,N,,5/17/1999,U,,,N,N,,,,,,,,,L,N,,
80438,OVERSEAS UNION BANK LTD,0,P,OUB,11/15/1994,SINGAP ORE,1,,SINGAPORE,6,14726,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,,B,S,L,N,,Y
94724,MORGAN EUROCLEAR,1,E,UNPUBLIS,11/15/1994,BRUXELLE S,,,BELGIUM,6,,,6/11/1999,,,,09/08/1999 12:00 :00 AM,,,,,,,E,,EXTER,,,,,L,N,,
94835,MORGAN EUROCLEAR,1,E,UNPUBLIS,11/15/1994,BRUXELLE S,,,BELGIUM,6,,,6/11/1999,,,,09/08/1999 12:00 :00 AM,,,,,,,E,,EXTER,,,,,L,N,,
96182,ABN AMRO HOARE GOV/SAFE CU,1,E,ABNAMRO,11/15/1994,LONDON,,,UNITED KINGDOM,6,,,4/24/1995,,,,05/ 29/1996 12:00:00 AM,,,,,,,,,,,,,,L,N,,
96322,YASUDA TST LUX/YTB LAB,1,E,YASUDA,11/15/1994,LUXE MBOURG,,,LUXEMBOURG,6,,,9/15/1997,,,,05/20/19 98 12:00:00 AM,,,,,,,,,,,,,,L,N,,
54475,FIRST SECURITIES CO. LTD.,1,P,FSECKOR,10/31/1994,SEOUL,1,N,KOREA,2,E000003034,,11/16/1994,N,N,,1/30/1995,,,,,,,,,,,,,,L,N,,
80441,CITIBANK N.A. INSTINET UK LIMITED,0,P,CITIINST,11/16/1994 12:00 :00 AM,LONDON,1,,UNITED KINGDOM,2,14719,,"06/25/2001 12:00:00 AM"" ",N,N,,,U,,,N,N,,E,,EXTER,,,AA,S,L,N,N,Y
80446,CITIBANK N.A. NEW YORK CITY FOREIGN,0,P,CITINYCF,11/16/1994 12: 00:00 AM,NEW YORK,1,,U.S.A.,2,14720,,6/25/2001,"N"" ",N,,,U,,,N,N,,E,,EXTER,,,AA,S,L,N,N,Y
80454,CITITRUST & BANKING CORP./N.491 A/C,1,P,CITI491,11/16/1994 12:0 0:00 AM,TOKYO,1,,JAPAN,2,14721,J,2/25/2000,N,"N"" ",,1/26/2001,U,,,N,N,,E,,EXTER,,A,A,S,L,N,,
80459,CITITRUST & BANKING CORP./N.492 A/C,1,P,CITI492,11/16/1994 12:0 0:00 AM,TOKYO,1,,JAPAN,2,14722,J,2/28/2000,N,"N"" ",,1/26/2001,U,,,N,N,,E,,EXTER,,A,A,S,L,N,,
80462,CITITRUST & BANKING CORP./N.499 A/C,1,P,CITI499,11/16/1994 12:0 0:00 AM,TOKYO,1,,JAPAN,2,14723,J,4/3/2000,N,"N"" ",,1/26/2001,U,,,N,N,,E,,EXTER,,A,A,S,L,N,,
80467,COMMERZBANK (SEA) LTD SYNDIC. ACCT,0,P,COMSEASY,11/16/1994 12:0 0:00 AM,SINGAPORE,1,,SINGAPORE,0,14727,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,,B,S,L,N,N,Y
96178,UNITED MIZRAHI BK/AC2,0,E,UNITEDMI,11/16/1994,TEL AVIV,,,ISRAEL,6,,,6/25/2001,,,,,,,,""" ",,,E,,EXTER,,,,S,L,N,,Y
80484,CESKA SPORITELNA A.S.,0,P,CESKASPO,11/17/1994,PRA GUE,1,,CZECH REPUBLIC,6,14732,,7/12/2001,N,N,," """,U,,,N,N,,E,,EXTER,6,A,F,S,L,N,,Y
80489,KENTBANK A.S.,1,P,KENTBANK,11/17/1994,ISTANBUL,1,N,TURKEY,2,14867,,6/18/1996,N,N,,01/27/1997 1 2:00:00 AM,U,,,N,N,,,,,,,,,L,N,,
18520,HSBC BANK MIDDLE EAST,0,P,HSBCEAST,10/31/1994,GEN EVE,1,,SWITZERLAND,2,E000000537,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,A,D,S,L,N,N,Y
38288,HSBC BANK PLC-TREATY BENEFITS/CL AC,0,P,HSBCTRCL,10/31/1994 12: 00:00 AM,LONDON,1,,UNITED KINGDOM,0,E000004591,,06/25/2001 12:00 :00 AM,Y,Y,2409,,U,,,N,N,,E,,EXTER,,,AA,S,L,N,,Y
39411,HSBC BANK PLC,0,P,HSBC,10/31/1994,LONDON,1,,UNITED KINGDOM,0,E000001676,,6/25/2001,N,N,,,U," """,,N,N,,E,,EXTER,1,,AA,S,L,N,,Y
55667,JAMES CAPEL S.A.,1,P,JAMESCAP,10/31/1994,PARIS,1,N,FRANCE,2,E000003759,,12/4/1995,N,N,,01/29/1 996 12:00:00 AM,,,,,,,,,,,,,,L,N,,
58904,HSBC INVESTMENT BANK PLC-SYNDICAT.,0,P,HSBCSYND,10/31/1994 12:0 0:00 AM,LONDON,1,,UNITED KINGDOM,0,E000004766,,08/03/2001 12:00: 00 AM,N,N,,,U,,,N,N,,E,,EXTER,,,A,S,L,N,N,Y
71382,CHASE BANK AG SYNTHETICS ACCOUNT,1,P,CHAGSYNT,10/31/1994 12:00: 00 AM,FRANKFURT,1,Y,GERMANY,2,E000005036,D,11/17/1994 12:00:00 A M,N,N,,1/30/1995,,,,,,,,,,,,,,L,N,,
80497,B.I.L.-JP MORGAN LUX FDS GBP LIQUID,1,P,BILGBPLI,11/17/1994 12: 00:00 AM,LUXEMBOURG,1,N,LUXEMBOURG,2,14824,L,10/15/1996,N,N,,1/27/1997,U,,,N,N,,,,,,,," """,L,N,,
80514,B.I.L.-JP MORGAN LUX FDS FRF LIQUID,1,P,BILFRFLI,11/17/1994 12: 00:00 AM,LUXEMBOURG,1,N,LUXEMBOURG,2,14825,L,10/15/1996,N,N,,1/27/1997,U,,,N,N,,,,,,,," """,L,N,,
80519,B.I.L.-JP MORGAN LUX FDS DEM LIQUID,1,P,BILDEMLI,11/17/1994 12: 00:00 AM,LUXEMBOURG,1,N,LUXEMBOURG,2,14826,L,10/15/1996,N,N,,1/27/1997,U,,,N,N,,,,,,,," """,L,N,,
94772,HUA NAN COML BK LTD,0,E,HUANAN,11/17/1994,LOS ANG ELES CA,,,U.S.A.,6,,,6/25/2001,,,,,,,," """,,,E,,EXTER,,,,S,L,N,,Y
95221,EUROCLEAR BANK,0,E,UNPUBLIS,11/17/1994,"BRUXELLES"" ",,,BELGIUM,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
96443,MORGAN EUROCLEAR,1,E,UNPUBLIS,11/17/1994,BRUXELLE S,,,BELGIUM,6,,,9/15/1997,,,,11/19/1997 12:00 :00 AM,,,,,,,,,,,,,,L,N,,
80492,AMTSSPAREKASSEN FYN A/S,1,P,AMTSFYN,11/18/1994,OD ENSE,1,N,DENMARK,2,14872,,3/20/1995,N,N,,01/2 9/1996 12:00:00 AM,,,,,,,,,,,,,,L,N,,
96405,JTSB/TAIYO ITM,0,E,JTSBTAIY,11/18/1994,TOKYO,," """,JAPAN,6,,,6/25/2001,,,,,,,,,,,E," """,EXTER,,,,X,L,N,,Y
96520,BK OF TAIWAN,0,E,BOTAIWAN,11/18/1994,HONG KONG,,,HONG KONG,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
96521,CHINATST INTL SECS CO LTD,1,E,CHINATST,11/18/1994,LONDON,,,UNITED KINGDOM,6,,,4/24/1995,,,,05/ 29/1996 12:00:00 AM,,,,,,,,,,,,,,L,N,,
96528,MORGAN EUROCLEAR,1,E,UNPUBLIS,11/18/1994,BRUXELLE S,,,BELGIUM,6,,,,,,,4/24/1997,,,,,""" ",,,,,,,,,L,N,,
96574,SUMITOMO CAP SECS CO LTD,1,E,SUMITOMO,11/18/1994,TOKYO,,,JAPAN,6,,,9/15/1997,,,,05/14/1999 12: 00:00 AM,,,,,,,,,,,,,,L,N,,
80527,BKTH-CMU-TRANSIT-ONR-CEDEL,1,P,BTHKONR,11/21/1994,HONG KONG,1,N,HONG KONG,2,15752,,2/13/1995,N,N," """,1/29/1996,,,,,,,,,,,,,,L,N,,
80530,CREDIT LYONNAIS HERON FRF,1,P,LYONLUHE,11/21/1994,LUXEMBOURG,1,N,LUXEMBOURG,2,14832,L,3/20/1995,N,N,,1/29/1996,,,,,,,,,,,,,,L,N,""" ",
37303,ATTEL & CIE SA EN LIQUIDATION,1,P,ATTEL,"10/31/1994 12:00:00 AM"" ",LUGANO,1,N,SWITZERLAND,2,E000001563,,1/11/1995,"N"" ",N,,1/29/1996,,,,,,,,,,,,,,L,N," """,
80535,KHADIM ALI SHAH BUKHARI + CO LTD,0,P,KHADIM,11/22/1994,KARACHI,1,,PAKISTAN,6,14846,,6/25/2001,N,"N"" ",,,U,,,N,N,,E,,EXTER,,,K,S,L,N,,Y
96654,EUROCLEAR BANK,0,E,UNPUBLIS,11/22/1994,"BRUXELLES"" ",,,BELGIUM,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
28983,FOX-PITT KELTON NV SYND.ACC,1,P,FOXPITT,10/31/1994 12:0 0:00 AM,LONDON,1,N,GREAT-BRITAIN,2,E000001112,,11/22/1994 12:00: 00 AM,N,N,,1/30/1995,,,,,,,,,,,,,,L,N,,
80548,CREDITO MOLISANO,1,P,CREDMOLI,11/22/1994,CAMPOBAS SO,1,N,ITALY,2,,,3/4/1996,N,N,,01/27/1997 12 :00:00 AM,U,,,N,N,,,,,,,,,L,N,,
11649,SOCIETE GENERALE BK&TRUST SA-CLIENT,0,P,SOGECLTS,10/31/1994 12: 00:00 AM,LUXEMBOURG,1,,LUXEMBOURG,6,E000000054,L,06/25/2001 12:0 0:00 AM,Y,N,,,U,,,N,N,,E,,EXTER,,A,A,S,L,N,,Y
15512,PARIBAS (SUISSE) SA,0,P,PARIBAS,10/31/1994,GENEVE,1,,SWITZERLAND,6,E000000331,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,2,A,B,S,L,N,,Y
18635,DG BANK (SWITZERLAND) LTD,0,P,DGBSWITZ,10/31/1994,ZURICH,1,,SWITZERLAND,6,E000000544,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,A,B,S,L,N,,Y
20562,BOT-MITS./CHIYODA FIRE INV (EUROPE),1,P,BOTFIRET,10/31/1994 12: 00:00 AM,LUXEMBOURG,1,,LUXEMBOURG,2,E000000677,L,10/23/1998 12:0 0:00 AM,N,N,,5/17/1999,U,,,N,N,,,,,,""" ",,,L,N,,
24775,BOT TOHO LIFE LUXBG S.A (T),1,P,BOTTOHOT,10/31/1994,LUXEMBOURG,1,N,LUXEMBOURG,2,E000000903,L,12/8/1995,N,N,,1/29/1996,,,,,,,,,,,,,,"L"" ",N,,
39777,CHASE MANHATTAN BANK AS PLEDGEE,1,P,CMBPLGEE,10/31/1994 12:00:0 0 AM,NEW YORK,1,,U.S.A.,2,E000004525,,8/30/1999,N,N,,1/31/2000,U,,,N,N,,E,,EXTER,,,"AA"" ",,L,N,,
53045,INDUSTRIAL BANK OF JAPAN (INTL TRY),0,P,IBJTKYIT,10/31/1994 12: 00:00 AM,TOKYO,1,,JAPAN,0,E000002523,J,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,6,,B,S,L,N,,Y
54326,DRESDNER KLEIN.WASSERSTEIN(JAP.)LTD,0,P,DRKLWASS,10/31/1994 12: 00:00 AM,TOKYO,1,,JAPAN,6,E000002988,J,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,A,A,S,L,N,,Y
28606,CITICORP (HK) S/A CIL NAIB,1,P,CITHKCIL,"10/31/1994 12:00:00 AM"" ",HONG KONG,1,N,HONG KONG,2,E000001098,,9/21/1995,N,N,,1/29/1996,,,,,,,,,,,,,,L,"N"" ",,
32956,TOKYO-MITSUBISHI INTERNAT. (HK) LTD,1,P,BOTINTHK,10/31/1994 12: 00:00 AM,HONG KONG,1,N,HONG KONG,2,E000001333,,11/15/1996 12:00: 00 AM,N,N,,1/27/1997,U,,,N,N,,,,,,,,,L,N,,
54661,CITIBANK N.A.PRIVATE BANKING GROUP,1,P,CITIPBGR,10/31/1994 12:0 0:00 AM,HONG KONG,1,,HONG KONG,2,E000003087,,6/17/1998,N,N,,5/17/1999,U,,,N,N,,,,,,,,,,,,
"""",L,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56375,BANQUE NATIONALE DE PARIS,0,P,BNPMANIL,10/31/1994,MANILA,1,,PHILIPPINES,0,E000004111,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,6,,H,S,L,N,,Y
73032,PHILIPPINE BANK OF COMMUNICATIONS,0,P,PHIBKOCO,10/31/1994 12:00 :00 AM,MANILA,1,,PHILIPPINES,0,E000005325,,06/25/2001 12:00:00 A M,N,N,,,U,,,N,N,,E,,EXTER,,,I,S,L,N,,Y
73555,SOLIDBANK CORPORATION,0,P,SOLICORP,10/31/1994,MAN ILA,1,,PHILIPPINES,2,E000005414,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,,I,S,L,N,N,Y
34983,BANCO DI NAPOLI SPA NEW YORK BRANCH,0,P,BCONAPNY,10/31/1994 12: 00:00 AM,NEW YORK,1,,U.S.A.,2,E000001427,,7/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,,C,S,L,N,N,Y
70500,TAIWAN SECURITIES CENT.DEPOSITORY,0,P,TAIWAN,10/31/1994 12:00:0 0 AM,TAIPEI,1,,TAIWAN,0,E000004879,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,,G,S,L,N,N,Y
25194,BQUE DE LUXBG RUB UNI-BOND,1,P,LUXUNIBO,"10/31/1994 12:00:00 AM"" ",LUXEMBOURG,1,N,LUXEMBOURG,2,E000000927,L,,,,,1/30/1995,,,,,,,,,,,,,,L,N,,
16896,NIB CAPITAL BANK N.V.,0,P,NIBCAPBK,10/31/1994,AMS TERDAM,1,,NETHERLANDS,0,E000000430,G,6/25/2001,N,Y,,,U,,,N,N,,E,,EXTER,5,A,A,S,L,N,,Y
55581,HVB CAPITAL ASIA LTD HK-TOKYO BR.,0,P,HVBHKTOK,10/31/1994 12:00 :00 AM,TOKYO,1,,JAPAN,5,E000003689,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,,,A,S,L,N,N,Y
12980,WESTDEUTSCHE LANDESBK GIRO.PARIS BR,0,P,WESTDEUT,10/31/1994 12: 00:00 AM,PARIS,1,,FRANCE,0,13763,F,8/21/2001,N,N,,,U,,,N,N,,E,,EXTER,4,A,AA,S,L,N,,Y
4316,MEESPIERSON N.V.,0,G,TOF54313,11/1/1994,AMSTERDA M,,,,,,,6/25/2001,,,,,,,,,,,E," """,EXTER,,,,S,L,N,,Y
80284,CITIC INDUSTRIAL BANK,0,P,CITICIND,11/1/1994,BEI JING,1,,CHINA,0,14718,,6/25/2001,N,N,,,U,,,N,N,,E,,EXTER,5,A,D,S,L,N,,Y
80289,DKB SECURITIES CO. LTD,1,P,DKB,11/1/1994,TOKYO,1,,JAPAN,2,14645,,12/19/2000,N,N,,01/26/2001 12 :00:00 AM,U,,,N,N,,E,,EXTER,,A,C,S,L,N,,
92205,MORGAN EUROCLEAR,1,E,UNPUBLIS,11/1/1994,BRUXELLE S,,,BELGIUM,6,,,9/15/1997,,,,09/24/1998 12:00 :00 AM,,,,,,,,,,,,,,L,N,,
94559,HANA BK,0,E,HANABK,11/2/1994,HONG KONG,,,H ONG KONG,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
94972,MORGAN EUROCLEAR,1,E,UNPUBLIS,11/2/1994,BRUXELLE S,,,BELGIUM,6,,,9/15/1997,,,,05/27/1998 12:00 :00 AM,,,,,,,,,,,,,,L,N,,
DEP17,DEPOSITORY DEP17,,,,,,,,,,,,,,,,,,""" ",,,,,,,,,,,,L,N,,
